WKT	OBJECTID	FULLNAME	ZONE	RULE	NOTE	IMPLEMENTD	ADPTDATE	AMDDATE1	AMDDATE2	AMDDATE3	STATUS	Shape_Leng	ENFORCE	Shape_Le_1
"LINESTRING (-118.48595228877781 34.036906044784814,-118.48457235936125 34.03572538637966)"	3064	22ND ST	TT	2 hr parking 9am to 10pm daily		yes	01/22/13				Implemented	599.500079361	03/25/13	599.500079361
"LINESTRING (-118.49435065828872 34.010637411849324,-118.49434333524111 34.010639521685782,-118.49433630631732 34.010641391410147,-118.49432898326896 34.010643501245717,-118.49432195434454 34.010645370969208,-118.49431492650227 34.010647240687909,-118.49430760237038 34.010649350526627,-118.49430027931528 34.010651459458991,-118.49429440264556 34.010654313447212,-118.4942870795951 34.010656423280231,-118.49427975545635 34.010658532215785,-118.49427358357318 34.010661625417434,-118.49426626052146 34.010663735249224,-118.49426008863742 34.010666828450226,-118.49425276450238 34.010668938285598,-118.4942462984929 34.010672271597365,-118.49424012660745 34.010675364797315,-118.49423365950913 34.010678697211304,-118.49422719241555 34.010682030526461,-118.4942207253215 34.010685363841269,-118.49421541047722 34.010689680521359,-118.4942089433768 34.010693012933984,-118.49420362853141 34.010697329613592,-118.4941971614352 34.0107006629271,-118.49419184550621 34.010704979610622,-118.49418537949151 34.010708312919093,-118.4941800635614 34.010712629602054,-118.49417359645776 34.010715962012846,-118.49416828160913 34.010720278690869,-118.49416181450975 34.010723612002529,-118.49415649966001 34.010727928680012,-118.4941511848097 34.010732245357289,-118.49414586995887 34.010736562034317,-118.49414055402494 34.010740878715566,-118.49413523917298 34.010745195392118,-118.49412992432049 34.010749512068465,-118.49412576063509 34.010754812115465,-118.49412015057376 34.010759368906989,-118.49411129212233 34.010766563367781)"	3065	STATE ROUTE 163 HWY	UNK									88.0309616816		88.0309616816
"LINESTRING (-118.51621126218369 34.026450093557685,-118.51597642132666 34.026331823140197)"	3066	PACIFIC COAST HWY	UNK									83.1625232067		83.1625232067
"LINESTRING (-118.47166322677133 34.024524905497664,-118.47159296675005 34.024464891580259)"	3067	22ND ST	UNK									30.4999582569		30.4999582569
"LINESTRING (-118.47310877029985 34.025759605616493,-118.47166322677133 34.024524905497664)"	3068	22ND ST	UNK									627.499861897		627.499861897
"LINESTRING (-118.47320322247492 34.025840279001166,-118.47310877029985 34.025759605616493)"	3069	22ND ST	UNK									41.0002589277		41.0002589277
"LINESTRING (-118.47670732502955 34.022809856729914,-118.47590472080667 34.023465199125475)"	3070	OLYMPIC BLVD	UNK									340.626374544		340.626374544
"LINESTRING (-118.46119698334039 34.031580644371552,-118.46078301571609 34.031226328471945)"	3071	FRANKLIN ST	UNK									179.883693716		179.883693716
"LINESTRING (-118.46177184662103 34.03207266172074,-118.46119698334039 34.031580644371552)"	3072	FRANKLIN ST	UNK									249.795489075		249.795489075
"LINESTRING (-118.45698710471926 34.019226311088246,-118.45756188938121 34.018839537103545)"	3073	VILLAGE PARKWAY	UNK									223.942033625		223.942033625
"LINESTRING (-118.4584898842493 34.020961779787335,-118.45874669321803 34.020854181367824)"	3074	VILLAGE PARKWAY	UNK									87.1159799181		87.1159799181
"LINESTRING (-118.45900382206185 34.020788841545503,-118.45948075233331 34.020499175975488)"	3075	VILLAGE PARKWAY	UNK									178.882966301		178.882966301
"LINESTRING (-118.45948075233331 34.020499175975488,-118.45900382206185 34.020788841545503)"	3076	VILLAGE PARKWAY	UNK									178.882966301		178.882966301
"LINESTRING (-118.45948075233331 34.020499175975488,-118.4578098295414 34.018492698787838)"	3077	VILLAGE PARKWAY	UNK									888.577203029		888.577203029
"LINESTRING (-118.4578098295414 34.018492698787838,-118.45948075233331 34.020499175975488)"	3078	VILLAGE PARKWAY	UNK									888.577203029		888.577203029
"LINESTRING (-118.4578098295414 34.018492698787838,-118.45744622542728 34.018690660545964)"	3079	VILLAGE PARKWAY	UNK									131.646093355		131.646093355
"LINESTRING (-118.45744622542728 34.018690660545964,-118.4578098295414 34.018492698787838)"	3080	VILLAGE PARKWAY	UNK									131.646093355		131.646093355
"LINESTRING (-118.45756188938121 34.018839537103545,-118.45698710471926 34.019226311088246)"	3081	VILLAGE PARKWAY	UNK									223.942033625		223.942033625
"LINESTRING (-118.45698710471926 34.019226311088246,-118.4584898842493 34.020961779787335)"	3082	VILLAGE PARKWAY	UNK									778.626198789		778.626198789
"LINESTRING (-118.49134601332857 34.043738469650116,-118.48955258373871 34.042200612568827)"	3083	23RD ST	UNK									780.001990063		780.001990063
"LINESTRING (-118.48941460796108 34.042082333032148,-118.48858268319533 34.041372125391618)"	3084	23RD ST	UNK									360.999794451		360.999794451
"LINESTRING (-118.48858268319533 34.041372125391618,-118.48775452348363 34.040664623141915)"	3085	23RD ST	UNK									359.500094638		359.500094638
"LINESTRING (-118.48761740894975 34.040547565094691,-118.48637595345997 34.039484728451662)"	3086	23RD ST	UNK									539.500485191		539.500485191
"LINESTRING (-118.48637595345997 34.039484728451662,-118.4862817696045 34.039403826114722)"	3087	23RD ST	UNK									41.0000801874		41.0000801874
"LINESTRING (-118.48518821326796 34.037825642781016,-118.48510180255417 34.037751865609351)"	3088	23RD ST	UNK									37.4996947975		37.4996947975
"LINESTRING (-118.48657542542669 34.03901001459689,-118.48518821326796 34.037825642781016)"	3089	23RD ST	TT	2 hr parking 9am to 10pm daily		no	01/22/13				Pre-approved (petition needed)	602.000283964		602.000283964
"LINESTRING (-118.4866687518992 34.039089693166112,-118.48657542542669 34.03901001459689)"	3090	23RD ST	UNK									40.4997830111		40.4997830111
"LINESTRING (-118.48510180255417 34.037751865609351,-118.48501423839087 34.037677104024006)"	3091	23RD ST	UNK									38.000170704		38.000170704
"LINESTRING (-118.48501423839087 34.037677104024006,-118.48363026138298 34.036493962823101)"	3092	23RD ST	TT	2 hr parking 9am to 10pm daily		yes	01/22/13				Implemented	601.000189069	03/25/13	601.000189069
"LINESTRING (-118.48363026138298 34.036493962823101,-118.48353608354294 34.036413057455633)"	3093	23RD ST	UNK									41.000316871		41.000316871
"LINESTRING (-118.4584898842493 34.020961779787335,-118.45698710471926 34.019226311088246)"	3094	VILLAGE PARKWAY	UNK									778.626198789		778.626198789
"LINESTRING (-118.45874669321803 34.020854181367824,-118.4584898842493 34.020961779787335)"	3095	VILLAGE PARKWAY	UNK									87.1159799181		87.1159799181
"LINESTRING (-118.45179321006964 34.020039058514982,-118.45178748348263 34.020032195827682,-118.45178175581387 34.020025333144225,-118.45177602814601 34.020018470460492,-118.45177030155695 34.020011606870881,-118.45176457389101 34.020004744186593,-118.45175914158786 34.019997641489937,-118.45175456580313 34.019991762576581,-118.45174913458433 34.019984659875441,-118.45174370228381 34.019977557178059,-118.45173826998415 34.019970454480557,-118.45173283876811 34.019963351778671,-118.45172770183206 34.019956009068615,-118.45172227061785 34.01994890636626,-118.4517182855668 34.019942548329048,-118.45171314863329 34.019935205618381,-118.45170801278827 34.019927863804952,-118.45170287585661 34.019920521093852,-118.4516980353751 34.019912939268032,-118.45169405032273 34.019906580328531,-118.45168920876016 34.019898998506413,-118.45168436828111 34.019891416680117,-118.45167952671538 34.01988383395615,-118.45167583703234 34.019877235905653,-118.45167099655576 34.019869654078789,-118.45166645035897 34.019861832243954,-118.4516627617606 34.019855234189016,-118.4516582155654 34.019847412353833,-118.45165367045374 34.019839590514508,-118.45165027613619 34.019832752451379,-118.45164602639245 34.019824691501469,-118.45164148020049 34.019816869665689,-118.45163838232905 34.019809791586411,-118.45163413150497 34.019801730640097,-118.45163103363474 34.019794652560691,-118.45162678281214 34.019786591614121,-118.45162368494307 34.01977951353448,-118.45161943412195 34.019771452587676,-118.45161663162031 34.019764135397708,-118.4516126761572 34.019755833537381,-118.45160987365674 34.019748516347185,-118.45160591819985 34.019740215388225,-118.45160311570048 34.019732898197915,-118.45159916024502 34.019724597238707,-118.45159665310806 34.019717040036575,-118.45159269873663 34.019708739073089,-118.45159019051809 34.019701181874858,-118.45158768338263 34.019693624672549,-118.45158402329177 34.019685083701198,-118.45158151616222 34.019677527400262,-118.45157703130316 34.019665819717801)"	3096	31ST ST	UNK									151.606844058		151.606844058
"LINESTRING (-118.45192724296076 34.020198874934714,-118.45179321006964 34.020039058514982)"	3097	31ST ST	UNK									70.9385297389		70.9385297389
"LINESTRING (-118.45236314577713 34.020718037278847,-118.45192724296076 34.020198874934714)"	3098	31ST ST	UNK									230.529374104		230.529374104
"LINESTRING (-118.45157703130316 34.019665819717801,-118.45157570453676 34.019657303374295,-118.45157319740881 34.019649747073188,-118.45157098455489 34.019641949862951,-118.45156847742783 34.019634393561745,-118.45156481842422 34.01962585258579,-118.45156231021065 34.019618295387041,-118.45155980199752 34.019610738188241,-118.45155614299581 34.019602197212023,-118.45155363587126 34.01959464091054,-118.45155112765967 34.019587083711571,-118.45154717329891 34.019578782746699,-118.45154466508836 34.01957122554758,-118.45154071072898 34.019562924582466,-118.45153790715374 34.019555606493256,-118.4515339527958 34.019547305527965,-118.45153115030914 34.019539988336021,-118.45152834674036 34.019532671148106,-118.45152439238448 34.019524370182516,-118.45152129345108 34.019517292104439,-118.45151733909657 34.019508991138594,-118.45151424016927 34.019501913961854,-118.45150999045055 34.019493852105768,-118.45150573965 34.019485790253569,-118.45150264180721 34.019478713072459,-118.45149839100813 34.019470651220018,-118.4514952931665 34.019463574038767,-118.45149104236891 34.019455512186056,-118.45148649729414 34.01944769034057,-118.45148339837165 34.019440613163042,-118.4514788532984 34.0194327913173,-118.45147545901169 34.019425953249474,-118.45147091393997 34.019418131403377,-118.45146636778645 34.019410309561209,-118.45146297350648 34.019403472394536,-118.45145813307174 34.019395889657858,-118.45145358692061 34.0193880678152,-118.45144989835985 34.019381469753938,-118.4514453522103 34.019373647910967,-118.45144051178372 34.019366066075094,-118.45143567027537 34.019358484243106,-118.45143198063467 34.019351886185333,-118.45142714020572 34.019344303447461,-118.45142200333939 34.019336961626152,-118.45141716291219 34.019329378887839,-118.45141317791379 34.019323020840773,-118.45140804104508 34.019315678117394,-118.45140320062525 34.019308096280007,-118.45139806375839 34.019300753556216,-118.45139292797992 34.019293411729649,-118.45138749575443 34.0192863090166,-118.45138351075549 34.01927995006703,-118.45137837497957 34.019272608239866,-118.45137294275668 34.019265505526171,-118.45136751161741 34.019258402808134,-118.45136207939639 34.019251300093927,-118.45135664717624 34.0192441973795,-118.45135121603973 34.019237094660774,-118.45134693568556 34.019230975721086,-118.45134150346803 34.019223873005984,-118.45133577589115 34.019217010301652,-118.45133034475816 34.019209907581988,-118.45131714809816 34.019195676611403)"	3099	31ST ST	UNK									189.536370201		189.536370201
"LINESTRING (-118.45131714809816 34.019195676611403,-118.45118825481026 34.019043202256391)"	3100	31ST ST	UNK									67.856925418		67.856925418
"LINESTRING (-118.45118825481026 34.019043202256391,-118.45081530577139 34.018603415216269)"	3101	31ST ST	UNK									195.927939928		195.927939928
"LINESTRING (-118.45244820149075 34.020819757838325,-118.45236314577713 34.020718037278847)"	3102	31ST ST	UNK									45.1070754735		45.1070754735
"LINESTRING (-118.45874669321803 34.020854181367824,-118.45900382206185 34.020788841545503)"	3103	VILLAGE PARKWAY	UNK									81.4642837601		81.4642837601
"LINESTRING (-118.45900382206185 34.020788841545503,-118.45874669321803 34.020854181367824)"	3104	VILLAGE PARKWAY	UNK									81.4642837601		81.4642837601
"LINESTRING (-118.45756188938121 34.018839537103545,-118.45750564467988 34.018765517896149,-118.45748583825058 34.018740565449299,-118.45746603183302 34.018715612999223,-118.45744622542728 34.018690660545964)"	3105	VILLAGE PARKWAY	UNK									64.5313938033		64.5313938033
"LINESTRING (-118.48238864052172 34.003299337528901,-118.48237865995691 34.003457115425405)"	3106	OCEAN PARK BLVD RAMP	UNK									57.4982349663		57.4982349663
"LINESTRING (-118.48238864052172 34.003299337528901,-118.48211655713853 34.003316872326515)"	3107	OCEAN PARK BLVD RAMP	UNK									82.7121016522		82.7121016522
"LINESTRING (-118.49127982776734 34.019554388892495,-118.49052081167301 34.020172634436371)"	3108	SANTA MONICA BLVD	UNK									321.750409204		321.750409204
"LINESTRING (-118.45639156673049 34.009833169683851,-118.45635352724037 34.009841018928689,-118.4563187383702 34.009846231505392,-118.45628368256421 34.00984974118105,-118.45624750658756 34.009850323290735,-118.45621251187332 34.009849947101287,-118.45617669123 34.009846404228114,-118.45614205184836 34.009841902155202,-118.45610047441295 34.00983343880327)"	3109	23RD ST	UNK									89.3917683167		89.3917683167
"LINESTRING (-118.4566513589491 34.009725930416522,-118.45639156673049 34.009833169683851)"	3110	23RD ST	UNK									87.8757115785		87.8757115785
"LINESTRING (-118.45679306770344 34.009672315451866,-118.45675618012523 34.009681149447744,-118.45672126919619 34.009694132928225,-118.45668662411802 34.009708820194291,-118.4566513589491 34.009725930416522)"	3111	23RD ST	UNK									47.3710804686		47.3710804686
"LINESTRING (-118.45703818069808 34.009665234585931,-118.45702858372128 34.009663430893468,-118.4569933537488 34.009659409114562,-118.45694761033842 34.009656245721345,-118.45690239757091 34.009656488102308,-118.45686734295137 34.009659997943345,-118.45679306770344 34.009672315451866)"	3112	23RD ST	UNK									75.0249896498		75.0249896498
"LINESTRING (-118.48181493684623 34.027225527226797,-118.48105533837223 34.02783447814658)"	3113	SANTA MONICA BLVD	UNK									319.506119256		319.506119256
"LINESTRING (-118.48237865995691 34.003457115425405,-118.48153237580186 34.004008072051711)"	3114	OCEAN PARK BLVD RAMP	UNK									325.566347752		325.566347752
"LINESTRING (-118.46573053712004 34.025126533897669,-118.46541150387809 34.0248539958504)"	3115	FRANK ST	UNK									138.500074157		138.500074157
"LINESTRING (-118.48322362638443 33.998190525718684,-118.48316040721785 33.998128649558083)"	3116	SEA COLONY DR	UNK									29.5677520794		29.5677520794
"LINESTRING (-118.48163777042529 33.997248613739359,-118.48285034302754 33.998439935591165)"	3117	SEA COLONY DR	UNK									568.374540517		568.374540517
"LINESTRING (-118.4840295390018 34.022819850898571,-118.4832725366642 34.023434430118279)"	3118	BROADWAY	UNK									320.375179371		320.375179371
"LINESTRING (-118.48025271783797 34.025884039913429,-118.47949096298433 34.026500488505164)"	3119	BROADWAY	UNK									321.875526952		321.875526952
"LINESTRING (-118.45983599205022 34.012789316183287,-118.45926923937419 34.012111621229089)"	3120	23RD ST	Y	"2HR Parking 8AM-6PM Monday-Friday, except by permit"		no	04/26/11				Pre-approved (petition needed)	300.542231462		300.542231462
"LINESTRING (-118.45858871570775 34.011303724519827,-118.45852914009249 34.011233129900496)"	3121	23RD ST	UNK			no						31.4006626922		31.4006626922
"LINESTRING (-118.45915725976373 34.011978040434229,-118.45889031673997 34.011661350276434)"	3122	23RD ST	Y	"2HR Parking 8AM-6PM Monday-Friday, except by permit"		no	04/26/11				Pre-approved (petition needed)	140.809313209		140.809313209
"LINESTRING (-118.45889031673997 34.011661350276434,-118.45858871570775 34.011303724519827)"	3123	23RD ST	Y	"2HR Parking 8AM-6PM Monday-Friday, except by permit"		no	04/26/11				Pre-approved (petition needed)	159.037243218		159.037243218
"LINESTRING (-118.45852914009249 34.011233129900496,-118.45847298851442 34.011167430201056)"	3124	23RD ST	UNK			no						29.3470933015		29.3470933015
"LINESTRING (-118.4579017965829 34.010495268639019,-118.45784077498749 34.010423929096625)"	3125	23RD ST	Y	"2HR Parking 8AM-6PM Monday-Friday, except by permit"		no	04/26/11				Pre-approved (petition needed)	31.8751803559		31.8751803559
